,title,site,date,content,comments,label,sentencelabel
18,Maximálisan elégedett vagyok – Navracsics Tibor a Mandinernek, Mandiner,2022. április 4. 12:20,"ugyanakkor volt egy másik, nagyon fontos tényező: míg a 2006-os kampányban a baloldal árulta el a bázisát, addig 2022-ben a Jobbik tette ugyanezt.",,0,0
19,Maximálisan elégedett vagyok – Navracsics Tibor a Mandinernek, Mandiner,2022. április 4. 12:20," A Jobbik összecsuklása, és a Mi Hazánk bekerülése a parlamentbe pontosan mutatja azt az identitásválságot, ami a radikális jobboldalon van – ezzel párhuzamosan pedig folytatódott a baloldal több mint tizenöt éve tartó identitásválsága is.",,0,0
20,Maximálisan elégedett vagyok – Navracsics Tibor a Mandinernek, Mandiner,2022. április 4. 12:20, Szerintem mindez jelentősen gyengítette az ellenzék mozgósító erejét és politikája vonzerejét.,,0,0
21,Maximálisan elégedett vagyok – Navracsics Tibor a Mandinernek, Mandiner,2022. április 4. 12:20, ,,0,0
22,Maximálisan elégedett vagyok – Navracsics Tibor a Mandinernek, Mandiner,2022. április 4. 12:20,"Mit szól a kétharmadhoz, gondolta volna, hogy megint összejön?",,0,0
23,Maximálisan elégedett vagyok – Navracsics Tibor a Mandinernek, Mandiner,2022. április 4. 12:20,"Megmondom őszintén, csapnivaló jós vagyok, eddig még egyszer sem számítottam kétharmadra – még 2010-ben sem.",,0,0
24,Maximálisan elégedett vagyok – Navracsics Tibor a Mandinernek, Mandiner,2022. április 4. 12:20," Ám az, hogy ismét kétharmada lett a Fidesz-KDNP-nek, sőt még a 2018-asnál is erősebb eredmény született, szerintem mindenki számára vaskos meglepetés.",,0,0
25,Maximálisan elégedett vagyok – Navracsics Tibor a Mandinernek, Mandiner,2022. április 4. 12:20,"Mit gondol, hogyan csapódik le ez a nemzetközi színtéren, ahol az utóbbi években sem lettek kevesebben az Orbán-kormány kritikusai?",,0,0
26,Maximálisan elégedett vagyok – Navracsics Tibor a Mandinernek, Mandiner,2022. április 4. 12:20,"Nyilvánvaló, hogy pártpolitikai támadások most is lesznek a választások kapcsán.",,0,0
27,Maximálisan elégedett vagyok – Navracsics Tibor a Mandinernek, Mandiner,2022. április 4. 12:20," Ugyanakkor – és ez kiderült számomra a nyugat-európai politikus ismerőseimtől kapott sms-ekből –  erre az eredményre már mindenki odafigyel, pozitív értelemben is.",,0,0
28,Maximálisan elégedett vagyok – Navracsics Tibor a Mandinernek, Mandiner,2022. április 4. 12:20,"Elképzelhető, hogy Nyugat-Európában ezt azért nehéz megérteni, mert nem ismerik mélységeiben a magyar viszonyokat, hagyományokat, a történelmünket.",,0,0
29,Maximálisan elégedett vagyok – Navracsics Tibor a Mandinernek, Mandiner,2022. április 4. 12:20," Szerintem ez az eredmény hozzájárul ahhoz, hogy felfigyeljenek arra: itt többről van szó, mint csupán – a gyakran használt jelzőikkel élve – nem demokratikus, totalitárius, tekintélyelvű rendszerről.",,0,0
30,Maximálisan elégedett vagyok – Navracsics Tibor a Mandinernek, Mandiner,2022. április 4. 12:20, ,,0,0
31,The New York Times: Putyin-párti vezetőt választottak újra Magyarországon, Mandiner,2022. április 4. 12:40,"Orbán Viktor nyerte a vasárnapi választást, a szavazatok 60 százalékos feldolgozottsága után már bejelentette győzelmét, így szerb kollégájához, Aleksandar Vucic-hoz hasonlóan továbbra is",,1,0
32,The New York Times: Putyin-párti vezetőt választottak újra Magyarországon, Mandiner,2022. április 4. 12:40,– írta a The New York Times.,,1,0
33,The New York Times: Putyin-párti vezetőt választottak újra Magyarországon, Mandiner,2022. április 4. 12:40,"A lap szerint a két politikus hatalmát a média fölötti túlnyomó kontroll és az olcsó orosz energia erősít meg, valamint, hogy kimaradnak Ukrajna háborújából.",,1,0
34,The New York Times: Putyin-párti vezetőt választottak újra Magyarországon, Mandiner,2022. április 4. 12:40," Orbán 2010 óta Magyarország miniszterelnöke, Európa leghosszabb ideig hivatalban lévő vezetője, zsinórban negyedszer nyert mandátumot, annak ellenére, hogy az ellenzék azzal vádolta, hogy",,1,0
35,The New York Times: Putyin-párti vezetőt választottak újra Magyarországon, Mandiner,2022. április 4. 12:40,– olvasható a cikkben.,,1,0
36,The New York Times: Putyin-párti vezetőt választottak újra Magyarországon, Mandiner,2022. április 4. 12:40,"„Olyan nagy győzelmet arattunk, hogy talán a Holdról is lehet látni, és minden bizonnyal Brüsszelből is” – mondta Orbán beszédében.",,1,0
37,The New York Times: Putyin-párti vezetőt választottak újra Magyarországon, Mandiner,2022. április 4. 12:40,"A The New York Times szerint az eredmények egyúttal megdöntötték Orbán politikai ellenségeinek reményét, hogy egy egységes ellenzéki tábor megtörheti az egyre tekintélyelvűbb Fidesz szorítását.",,1,0
38,"A győzelmet Márki-Zaytól várták, a vereség okát Márki-Zayban látják – kipukkant az összefogás-lufi", Mandiner,2022. április 4. 13:17,"Mint arról korábban lapunk is beszámolt, a 2022-es országgyűlési választást követően Márki-Zay Péter beszédénél sehol sem voltak „szövetségesei”, noha korábban a baloldali összefogás számos vezető politikusa (és természetesen maga Márki-Zay Péter is) úgy vélte, a hódmezővásárhelyi politikus, valamint az összefogás lehet a baloldal győzelmének kulcsa.",,1,0
39,"A győzelmet Márki-Zaytól várták, a vereség okát Márki-Zayban látják – kipukkant az összefogás-lufi", Mandiner,2022. április 4. 13:17,"Választást követő beszédében a politikus arról beszélt, szerinte nincs Magyarországon demokrácia, gratulál a Fidesznek, Hitler is kétharmaddal nyert volna 1945 áprilisában.",,1,0
40,"A győzelmet Márki-Zaytól várták, a vereség okát Márki-Zayban látják – kipukkant az összefogás-lufi", Mandiner,2022. április 4. 13:17, Erről bővebben ide kattintva olvashat.,,1,0
41,"A győzelmet Márki-Zaytól várták, a vereség okát Márki-Zayban látják – kipukkant az összefogás-lufi", Mandiner,2022. április 4. 13:17,"Korábban, az ATV műsorában Márki-Zay még úgy fogalmazott, „hatalmas esélyünk van megverni Orbán Viktort.",,1,0
42,"A győzelmet Márki-Zaytól várták, a vereség okát Márki-Zayban látják – kipukkant az összefogás-lufi", Mandiner,2022. április 4. 13:17, ,,1,0
43,"A győzelmet Márki-Zaytól várták, a vereség okát Márki-Zayban látják – kipukkant az összefogás-lufi", Mandiner,2022. április 4. 13:17,"A politkus várakozásaival szemben nemcsak kétharmados többséget (135 mandátumot) szerzett a Fidesz-KDNP, de Márki-Zay egyéniben is megbukott, Lázár János behúzta körzetét.",,1,0
44,"A győzelmet Márki-Zaytól várták, a vereség okát Márki-Zayban látják – kipukkant az összefogás-lufi", Mandiner,2022. április 4. 13:17,"Lapunk korábban arról is beszámolt, hogy Karácsony Gergely, Budapest főpolgármestere szoros küzdelemre és baloldali parlamenti többségre számított.",,1,0
45,"A győzelmet Márki-Zaytól várták, a vereség okát Márki-Zayban látják – kipukkant az összefogás-lufi", Mandiner,2022. április 4. 13:17," A főpolgármester az ATV Híradójának kérdésére azt mondta: szerinte a választáson szoros küzdelem lesz, de biztos benne, hogy az ellenzék megszerzi a parlamenti többséget.",,1,0
46,"A győzelmet Márki-Zaytól várták, a vereség okát Márki-Zayban látják – kipukkant az összefogás-lufi", Mandiner,2022. április 4. 13:17, Erről ide kattintva olvashat bővebben.,,1,0
47,"A győzelmet Márki-Zaytól várták, a vereség okát Márki-Zayban látják – kipukkant az összefogás-lufi", Mandiner,2022. április 4. 13:17,– hangsúlyozta Karácsony Gergely.,,1,0
48,"A győzelmet Márki-Zaytól várták, a vereség okát Márki-Zayban látják – kipukkant az összefogás-lufi", Mandiner,2022. április 4. 13:17, De nem állt Márki-Zay Péter beszéde alatt a politikus mögött.,,1,0
49,"A győzelmet Márki-Zaytól várták, a vereség okát Márki-Zayban látják – kipukkant az összefogás-lufi", Mandiner,2022. április 4. 13:17,"A Jobbik elnöke szombati, közösségi oldalán megosztott videójából kiderült, a politikus a baloldali összefogástól külön tartotta kampányzáróját.",,1,0
50,"A győzelmet Márki-Zaytól várták, a vereség okát Márki-Zayban látják – kipukkant az összefogás-lufi", Mandiner,2022. április 4. 13:17," Az eseményen a többek között arról beszélt, hogy Márki-Zay Péternek nem lesz könnyű legyőznie Orbán Viktort, ugyanakkor leszögezte, be kell állniuk Márki-Zay Péter mögé.",,1,0
51,"A győzelmet Márki-Zaytól várták, a vereség okát Márki-Zayban látják – kipukkant az összefogás-lufi", Mandiner,2022. április 4. 13:17, Mint fogalmazott:,,1,0
52,"A győzelmet Márki-Zaytól várták, a vereség okát Márki-Zayban látják – kipukkant az összefogás-lufi", Mandiner,2022. április 4. 13:17,"Jakab Péter, a Jobbik elnöke ennek ellenére nem állt ott Márki-Zay Péter mögött, míg a politikus beszédet tartott.",,1,0
53,"A győzelmet Márki-Zaytól várták, a vereség okát Márki-Zayban látják – kipukkant az összefogás-lufi", Mandiner,2022. április 4. 13:17, Sőt!,,1,0
54,"A győzelmet Márki-Zaytól várták, a vereség okát Márki-Zayban látják – kipukkant az összefogás-lufi", Mandiner,2022. április 4. 13:17, Az eredmények ismeretében a Jobbik elnöke is értékelte a választás eredményét.,,1,0
55,"A győzelmet Márki-Zaytól várták, a vereség okát Márki-Zayban látják – kipukkant az összefogás-lufi", Mandiner,2022. április 4. 13:17," Mint fogalmazott, Márki-Zay Péter „hat ellenzéki párt hadseregét” kapta meg az előválasztás után, és „ebből az előnyből Fideszes kétharmadot csinált”.",,1,0
56,"A győzelmet Márki-Zaytól várták, a vereség okát Márki-Zayban látják – kipukkant az összefogás-lufi", Mandiner,2022. április 4. 13:17,"– fogalmazott, hozzátéve, hogy szerinte a „kevesebb, megfontoltabb beszéd most több szavazatot hozott volna”.",,1,0
57,"A győzelmet Márki-Zaytól várták, a vereség okát Márki-Zayban látják – kipukkant az összefogás-lufi", Mandiner,2022. április 4. 13:17, Erről bővebben ide kattintva olvashat.,,1,0
58,"A győzelmet Márki-Zaytól várták, a vereség okát Márki-Zayban látják – kipukkant az összefogás-lufi", Mandiner,2022. április 4. 13:17,"Olvasóink számára emlékezetes lehet az is, amikor közös összefogásra és Márky-Zay Péter melletti kiállásra szólította fel követőit Facebook-bejegyzésében Gyurcsány Ferenc.",,1,0
59,"A győzelmet Márki-Zaytól várták, a vereség okát Márki-Zayban látják – kipukkant az összefogás-lufi", Mandiner,2022. április 4. 13:17," A DK elnöke írásában (lenti kép) azt hangsúlyozta, lassan mindenkinek meg kell értenie, hogy „vagy a hat ellenzéki párt győz, vagy a Fidesz.",,1,0
60,"A győzelmet Márki-Zaytól várták, a vereség okát Márki-Zayban látják – kipukkant az összefogás-lufi", Mandiner,2022. április 4. 13:17," Vagy Márki-Zay Péterrel győzünk, vagy senkivel.",,1,0
61,"A győzelmet Márki-Zaytól várták, a vereség okát Márki-Zayban látják – kipukkant az összefogás-lufi", Mandiner,2022. április 4. 13:17,”,,1,0
62,"A győzelmet Márki-Zaytól várták, a vereség okát Márki-Zayban látják – kipukkant az összefogás-lufi", Mandiner,2022. április 4. 13:17,"Ezzel szemben a választáson legnagyobb ellenzéki frakciót szerző Gyurcsány Ferenc sem állt ott Márki-Zay Péter mögött, a hódmezővásárhelyi polgármester beszéde alatt.",,1,0
63,"A győzelmet Márki-Zaytól várták, a vereség okát Márki-Zayban látják – kipukkant az összefogás-lufi", Mandiner,2022. április 4. 13:17, Sőt!,,1,0
64,"A győzelmet Márki-Zaytól várták, a vereség okát Márki-Zayban látják – kipukkant az összefogás-lufi", Mandiner,2022. április 4. 13:17, A DK-vezér is külön értékelte a választás eredményét.,,1,0
65,"A győzelmet Márki-Zaytól várták, a vereség okát Márki-Zayban látják – kipukkant az összefogás-lufi", Mandiner,2022. április 4. 13:17, Mint kiderült: nem volt elégedett a kapitányával.,,1,0
66,"A győzelmet Márki-Zaytól várták, a vereség okát Márki-Zayban látják – kipukkant az összefogás-lufi", Mandiner,2022. április 4. 13:17,– fogalmazott Gyurcsány Márki-Zayról.,,1,0
67,"A győzelmet Márki-Zaytól várták, a vereség okát Márki-Zayban látják – kipukkant az összefogás-lufi", Mandiner,2022. április 4. 13:17," A baloldal vezére szerint „aki a hajót viharba vezeti, aki nem éri el a kikötőt [.",,1,0
68,"A győzelmet Márki-Zaytól várták, a vereség okát Márki-Zayban látják – kipukkant az összefogás-lufi", Mandiner,2022. április 4. 13:17,.,,1,0
69,"A győzelmet Márki-Zaytól várták, a vereség okát Márki-Zayban látják – kipukkant az összefogás-lufi", Mandiner,2022. április 4. 13:17,.,,1,0
70,"A győzelmet Márki-Zaytól várták, a vereség okát Márki-Zayban látják – kipukkant az összefogás-lufi", Mandiner,2022. április 4. 13:17,] az nem a legjobb kapitány”.,,1,0
71,"A győzelmet Márki-Zaytól várták, a vereség okát Márki-Zayban látják – kipukkant az összefogás-lufi", Mandiner,2022. április 4. 13:17, Erről ide kattintva olvashat bővebben.,,1,0
72,"A győzelmet Márki-Zaytól várták, a vereség okát Márki-Zayban látják – kipukkant az összefogás-lufi", Mandiner,2022. április 4. 13:17,"Érdekesség Gyurcsány Ferenc, Karácsony Gergely, Jakab Péter, valamint a többi baloldali pártvezető távolmaradása kapcsán, hogy nemcsak lapunk, de még Baranyi Krisztina, Budapest IX.",,1,0
73,"A győzelmet Márki-Zaytól várták, a vereség okát Márki-Zayban látják – kipukkant az összefogás-lufi", Mandiner,2022. április 4. 13:17, kerületének ellenzéki polgármestere is felhívta erre a közvélemény figyelmét.,,1,0
74,"A győzelmet Márki-Zaytól várták, a vereség okát Márki-Zayban látják – kipukkant az összefogás-lufi", Mandiner,2022. április 4. 13:17, Mint a polgármester fogalmazott:,,1,0
75,"The Telegraph: Orbán Viktor „átmegy Trump-ba”, ha elveszíti a választást", Mandiner,2022. április 4. 12:21,"Hadházy Ákost idézte a választások előtti, vasárnap reggeli írásában a The Telegraph, a képviselő szerint egy esetleges ellenzéki választási győzelem esetén „nem lesz tiszta átmenet”, és tartani lehet attól, hogy Orbán Viktor
miniszterelnök Donald Trump volt amerikai elnökhöz hasonlóan",,0,0
76,"The Telegraph: Orbán Viktor „átmegy Trump-ba”, ha elveszíti a választást", Mandiner,2022. április 4. 12:21,"A Márki-Zay Péter ellenzéki miniszterelnök-jelölthöz közel álló Hadházy arra is rámutatott, hogy Trumphoz hasonlóan Orbán Viktor is választási csalással vádolta ellenfeleit a választásokat megelőzően, miközben a 12 éve most először szoros választási versenyre kényszerülő Fidesz azzal vádolja az ellenzéket, hogy",,0,0
77,"The Telegraph: Orbán Viktor „átmegy Trump-ba”, ha elveszíti a választást", Mandiner,2022. április 4. 12:21,és „brutális” megélhetési válságot okoznának.,,0,0
78,Márki-Zay: A volt Jobbik-szavazók az összefogást és Gyurcsány Ferencet nem tudták bevenni, Mandiner,2022. április 4. 13:07,"Hétfő délelőtt a Telex megkérdezte Márki-Zay Pétert, hogy  felveszi-e a parlamenti mandátumát.",,0,0
79,Márki-Zay: A volt Jobbik-szavazók az összefogást és Gyurcsány Ferencet nem tudták bevenni, Mandiner,2022. április 4. 13:07," Az ellenzéki miniszterelnök-jelölt ugyanis listavezetőként bejutott az új parlamentbe, ám az országgyűlési képviselőség összeférhetetlen a polgármesteri poszttal.",,0,0
80,Márki-Zay: A volt Jobbik-szavazók az összefogást és Gyurcsány Ferencet nem tudták bevenni, Mandiner,2022. április 4. 13:07,„Hódmezővásárhelyre fogok fókuszálni” – mondta Márki-Zay Péter a Telexnek.,,0,0
81,Márki-Zay: A volt Jobbik-szavazók az összefogást és Gyurcsány Ferencet nem tudták bevenni, Mandiner,2022. április 4. 13:07," A kérdésre, hogy akkor tehát nem ül be a parlamentbe, azt mondta: „A vásárhelyiekért fogok dolgozni a következőkben, ",,0,0
82,Márki-Zay: A volt Jobbik-szavazók az összefogást és Gyurcsány Ferencet nem tudták bevenni, Mandiner,2022. április 4. 13:07,"Márki-Zay Péter nemcsak országosan szenvedett vereséget (a Fidesz 53-35-re megverte listán az ellenzéket), hanem a választókerületében, a Csongrád megyei 4-esben is alulmaradt a fideszes Lázár Jánostól:",,0,0
83,Márki-Zay: A volt Jobbik-szavazók az összefogást és Gyurcsány Ferencet nem tudták bevenni, Mandiner,2022. április 4. 13:07,"Ennek a választókerületnek a része maga Hódmezővásárhely is, ahol Márki-Zay most a polgármester, itt egyelőre pár száz szavazattal nyerhet Lázár, de csak a külképviseleti szavazatok megérkezése után lehet majd végeredményt hirdetni.",,0,0
84,Márki-Zay: A volt Jobbik-szavazók az összefogást és Gyurcsány Ferencet nem tudták bevenni, Mandiner,2022. április 4. 13:07,"Márki-Zay a helyi és az országos vereségét egyelőre nem kívánta hosszabban kommentálni, most úgy látja: nem működött az összefogás modellje.",,0,0
85,Márki-Zay: A volt Jobbik-szavazók az összefogást és Gyurcsány Ferencet nem tudták bevenni, Mandiner,2022. április 4. 13:07,"„A számok azt mutatják, hogy a régi Jobbikot nem sikerült megszólítani” – mondta Márki-Zay, aki szerint a 2018-as milliós Jobbik-táborból 300 ezren biztosan a Mi Hazánkra szavaztak, és szerinte a Fidesz is elvitt abból a szavazóbázisból.",,0,0
86,Márki-Zay: A volt Jobbik-szavazók az összefogást és Gyurcsány Ferencet nem tudták bevenni, Mandiner,2022. április 4. 13:07, „Ezek a volt Jobbik-szavazók az összefogást és ,,0,0
87,Márki-Zay: A volt Jobbik-szavazók az összefogást és Gyurcsány Ferencet nem tudták bevenni, Mandiner,2022. április 4. 13:07,Részletesebb elemzést és értékelést azonban csak későbbre ígért Márki-Zay Péter.,,0,0
88,Háborús bűncselekmény a bucsai mészárlás Demkó Attila szerint, Mandiner,2022. április 4. 12:56,Az ukrajnai Bucsában történt incidensről fejtette ki véleményét Demkó Attila biztonságpolitikai szakértő (a felkavaró képsorok itt nézhetők meg).,,1,0
89,Háborús bűncselekmény a bucsai mészárlás Demkó Attila szerint, Mandiner,2022. április 4. 12:56,"Demkó szerint az egész háború bűncselekmény, és a közvetlen felelősök Moszkvában vannak.",,1,0
90,Háborús bűncselekmény a bucsai mészárlás Demkó Attila szerint, Mandiner,2022. április 4. 12:56," Úgy látja, nem kellett a háborút megindítani, semmi sem indokolta, nem volt tömeges mészárlása az orosz kisebbségnek, 2022-ben biztosan nem.",,1,0
91,Háborús bűncselekmény a bucsai mészárlás Demkó Attila szerint, Mandiner,2022. április 4. 12:56,"„Ez viszont az, mészárlás” – fogalmaz a Bucsában történtekről Demkó Attila.",,1,0
92,Háborús bűncselekmény a bucsai mészárlás Demkó Attila szerint, Mandiner,2022. április 4. 12:56," Hozzáteszi: „Végső soron mindegy, hogy tapasztalatlan, ideges, vagy bajtársaik halálát megbosszuló orosz katonák csinálták, vagy hideg fejjel megtervezett bűncselekmények is vannak, lehet, hogy van manipuláció is, de Kijev ezen külvárosai nem hevernének romokban, a földön fekvő emberek élnének, ha nincs az orosz invázió”.",,1,0
93,Háborús bűncselekmény a bucsai mészárlás Demkó Attila szerint, Mandiner,2022. április 4. 12:56,"Kifejti: „Mindenki – köztük jó barátaim és ismerőseim is –, aki még mindig mentegeti az oroszokat, nézzen sok ilyen videót, és gondolkodjon alaposan el.",,1,0
94,Háborús bűncselekmény a bucsai mészárlás Demkó Attila szerint, Mandiner,2022. április 4. 12:56," Az persze más kérdés, hogy a gáz és olajszankcióknak nincs értelme, épp Ukrajna szenvedne velük a legtöbbet, miközben az oroszok az olajukat diszkont áron tolnák Indiába és Kínába, az a bevételük túlnyomó része, nem a gáz.",,1,0
95,Háborús bűncselekmény a bucsai mészárlás Demkó Attila szerint, Mandiner,2022. április 4. 12:56,”,,1,0
96,, Mandiner,2022. április 4. 12:23,Kuponkód: probaljaki,,0,0
97,, Mandiner,2022. április 4. 12:23, ,,0,0
98,, Mandiner,2022. április 4. 12:23,Kuponkód: feleves,,0,0
99,, Mandiner,2022. április 4. 12:23, ,,0,0
100,, Mandiner,2022. április 4. 12:23,Kuponkód: edesseg,,0,0
101,, Mandiner,2022. április 4. 12:23, ,,0,0
102,, Mandiner,2022. április 4. 12:23,Kuponkód: zene,,0,0
103,, Mandiner,2022. április 4. 12:23, ,,0,0
104,, Mandiner,2022. április 4. 12:23,Kuponkód: lapcsomag,,0,0
105,, Mandiner,2022. április 4. 12:23, ,,0,0
106,, Mandiner,2022. április 4. 12:23, ,,0,0
107,, Mandiner,2022. április 4. 12:23,Előfizetői szabályzat az linkre kattintva olvasható!,,0,0
108,, Mandiner,2022. április 4. 12:23, ,,0,0
109,Frankfurter Rundschau: Orbán Viktor váratlan győzelmet aratott vasárnap, Mandiner,2022. április 4. 12:14,"A Frankfurter Rundschau az online felületén megírta, hogy Orbán Viktor „jobboldali nacionalista” miniszterelnök váratlan győzelmet aratott a magyarországi országgyűlési választásokon.",,0,0
110,Frankfurter Rundschau: Orbán Viktor váratlan győzelmet aratott vasárnap, Mandiner,2022. április 4. 12:14,"A cikkben kifejtik, hogy Orbán valószínűleg sorozatban negyedszer is kétharmados alkotmányos többséggel irányíthatja Magyarországot.",,0,0
111,Frankfurter Rundschau: Orbán Viktor váratlan győzelmet aratott vasárnap, Mandiner,2022. április 4. 12:14," A kormányfő este győztesnek nyilvánította magát, illetve üzent az EU-nak is, amely korábban már többször is megvádolta őt a jogállamiság megsértésével.",,0,0
112,Frankfurter Rundschau: Orbán Viktor váratlan győzelmet aratott vasárnap, Mandiner,2022. április 4. 12:14,"Beszámolnak arról is, hogy Márki-Zay Péter elvesztette a versenyt saját választókerületében is.",,0,0
113,Frankfurter Rundschau: Orbán Viktor váratlan győzelmet aratott vasárnap, Mandiner,2022. április 4. 12:14, A baloldal jelöltje elismerte az összefogás választási vereségét.,,0,0
114,Frankfurter Rundschau: Orbán Viktor váratlan győzelmet aratott vasárnap, Mandiner,2022. április 4. 12:14," A lap megjegyzi, hogy szerintük a levélszavazatok manipulálásával kapcsolatos vádak egyelőre nem tisztázottak.",,0,0
115,Frankfurter Rundschau: Orbán Viktor váratlan győzelmet aratott vasárnap, Mandiner,2022. április 4. 12:14,"A cikkből megtudhatjuk azt is, hogy Krekó Péter politológus figyelmeztette a külföldi megfigyelőket, hogy ne vegyék készpénznek a választási eredményeket.",,0,0
116,Frankfurter Rundschau: Orbán Viktor váratlan győzelmet aratott vasárnap, Mandiner,2022. április 4. 12:14," „Magyarország már nem liberális demokrácia, hanem egy hibrid rendszer, de nem igazi demokrácia” – nyilatkozta az Euronews televíziós csatornának.",,0,0
117,Frankfurter Rundschau: Orbán Viktor váratlan győzelmet aratott vasárnap, Mandiner,2022. április 4. 12:14," Krekó szerint az olyan intézmények, mint az ügyészség vagy a választási  hatóságok már nem függetlenek és pártatlanok, ami a hivatalban lévő Orbán Viktornak segít.",,0,0
118,EUobserver: A politika mellett a magyar kultúrának is ártott Orbán Viktor, Mandiner,2022. április 4. 12:27,"Orbán Viktor miniszterelnök az alkotmányjog célzott manipulációján keresztül formálta át a magyar politika intézményeit, egyebek mellett a választási rendszert és fordította a közhangulatot egyes kisebbségi csoportok és politikai ellenfelei ellen – olvasható az  EUobserver hasábjain megjelent véleménycikkben.",,1,0
119,EUobserver: A politika mellett a magyar kultúrának is ártott Orbán Viktor, Mandiner,2022. április 4. 12:27, ,,1,0
120,EUobserver: A politika mellett a magyar kultúrának is ártott Orbán Viktor, Mandiner,2022. április 4. 12:27,"Emellett nem szabad szem elől téveszteni, hogy a magyar kormányfő politikai sikereit leginkább annak köszönheti, hogy",,1,0
121,EUobserver: A politika mellett a magyar kultúrának is ártott Orbán Viktor, Mandiner,2022. április 4. 12:27,"– írta Elizabeth Grady, a New York-i Metropolitan Múzeum munkatársa, és Johanna Bankston, az Artistic Freedom Initiative emberi jogi kutatója.",,1,0
122,EUobserver: A politika mellett a magyar kultúrának is ártott Orbán Viktor, Mandiner,2022. április 4. 12:27,"A szerzők szerint Orbán Viktor Vlagyimir Putyin orosz elnök módszereiből is átvett elemeket, és másik nagy szövetségeséhez, Donald Trump amerikai elnökhöz hasonlóan felismerte, hogy",,1,0
