Unnamed: 0,site,title,date,writer,content,comments,label
14, Mandiner,"Zelenszkij Harkiv ostromáról: Ez nem más, mint szándékos terror!",2022. április 18. 8:51,,"||Zelenszkij elnök vasárnap késő esti beszédében arról beszélt, hogy eddig 18-an haltak meg és több mint százan sebesültek meg az elmúlt négy napban az északkelet-ukrajnai Harkivban, ahol ismét intenzív az orosz offenzíva – számolt be a Sky News-ra hivatkozva a Telex.| Az elnök azt mondta,|Ukrajna elnöke szerint Oroszország a földdel akarja egyenlővé tenni az egykoron Kelet-Európa egyik legnagyobb ipari központjának számító Donyeck és Luhanszk megyéket.| „Szó szerint végezni akarnak a régióval, el akarják pusztítani a Donbaszt.| Elpusztítani mindent, ami egykor dicsőséget adott ennek az ipari régiónak.| Ahogy az orosz csapatok lerombolják Mariupolt, úgy akarnak még több várost és közösséget is végképp eltörölni Donyeck és Luhanszk megyében” – fejtette ki Zelenszkij.||Az elnök beszédében még több fegyvert kért Ukrajna számára.| Mint mondta, „azoknak, akik rendelkeznek fegyverekkel és lőszerekkel, de késleltetik az ellátást, tudniuk kell, hogy rajtuk is múlik ennek a csatának a sorsa”.| Azt is mondta, hogy „minden politikai késés engedély Oroszország számára” arra, hogy még több életet kioltson.||Fotó: MTI/EPA pool/Stephanie Lecocq",,0
15, Mandiner,"Az ellenzék több mint egy órányi, ingyenes reklámidőt hagyott veszni a közmédiában",2022. április 18. 11:31,,"||A hatályos törvények szerint lett volna lehetősége az ellenzéki pártszövetségnek arra, hogy eljusson a közmédia nézőihez is, politikai reklámokkal.| Nem éltek vele – olvasható a Lakmusz.|hu portálon.| A lap felidézi: Márki-Zay Péter volt miniszterelnök-jelölt csütörtök estére meghívást kapott a közmédiába, az M1 tévécsatorna és a hirado.|hu közös hírháttér műsorába.| Ahogy azt Márki-Zay megjegyezte:|„Egy elbukott választásra volt szükség ahhoz, hogy több mint 5 percre behívjanak a köztévébe.|.|.| Élő műsorban minden alkalmat megragadtam eddig is, hogy azoknak is elmondhassuk az igazságot, akikhez csak a propaganda jut el.|”|Márki-Zay Péter március 6-án azon a tüntetésen, ahol az ellenzéki politikusok felszólaltak „a magyar közmédia által terjesztett orosz propaganda ellen”, úgy fogalmazott: „Nincs szabad választás, ahol agymosás folyik 12 éve, ahová nem engedik be az ellenzéket a közmédiába”.| A portálon azt írják: az ellenzéki politikusok az aránytalanul kevés szereplési lehetőség miatt rendszeresen bírálják MTVA-t, egy dologról azonban nem beszélnek:|Ugyanis a Duna TV-n és a Kossuth Rádión összesen 78 perc 20 másodpercnyi ideje volt minden pártlistát állító pártnak és pártszövetségnek, hogy politikai hirdetést sugározzon.| A Nemzeti Média- és Hírközlési Hatóság (NMHH) összesítése szerint |A választást megelőző kampányidőszakban a pártlistát állító jelölő szervezetek politikai reklámjainak közzétételére összesen 470 perc állt rendelkezésre a közmédiában, ez 6 pártlista között oszlott el: |Vagyis ezek a pártok, pártszövetségek voltak jogosultak arra, hogy politikai hirdetést tegyenek közzé az országgyűlési választással kapcsolatban: a Duna TV és Kossuth Rádión összesen 78 perc 20 másodperc, míg az RTL Klubon 39 perc 10 másodperc állt mindenkinek a rendelkezésére.|  Tehát|Ám ahogy az az NMHH kutatásából kiderül: egyetlen darab ilyen reklámjuk sem jelent meg, sem a Duna TV-n, sem a Kossuth Rádióban.| |Az ellenzéki együttműködés reklámmentessége a közmédiában azért is érdekes, mert 2018-ban még nem tartózkodtak attól, hogy ezen ingyenes formában is megtalálják a választópolgárokat.||Akkor az NMHH összegzése alapján a Duna TV-n és a Kossuth Rádión kihasználta a rendelkezésre álló időkeret közel 100 százalékát (4 éve ez 20 perc 23 másodperc volt pártonként) a Demokratikus Koalíció, a Jobbik, az LMP, a Momentum és az MSZP-Párbeszéd (akkor szövetségben) is.||Nyitókép: Képernyőkép| |a törvény szerint volt több mint egy órányi, ingyenes reklámidejük a közmédiában, amelyet veszni hagytak.||ezt a lehetőséget az egyesült ellenzék nem használta ki.| ",,1
16, Mandiner,"Márki-Zay húsvéti szónoklata: Nem a hibák, hanem a rendszer az oka a vereségnek",2022. április 17. 17:05,,"||Márki-Zay Péter egy Facebook-videó keretében köszöntette követőit húsvét alkalmából.| Mi más lett volna a téma mint a választási vereség, és Orbán Viktor.| „Hittem és reméltem, hogy még ilyen egyenlőtlen feltételek között is legyőzhető Orbán Viktor rendszere Magyarországon.| Most, amikor az elmúlt két hétben – nagyon helyesen – megbeszéljük és áttekintjük azokat a hibákat, amiket elkövettünk,|– hangoztatta Márki-Zay, majd hozzátette: „Nem az elkövetett hibák, hanem a körülöttünk kiépült rendszer az oka annak, hogy két héttel ezelőtt vasárnap nem sikerülhetett ez a nagyon fontos projekt”.||Korábban már beszámoltunk róla, hogy Márki-Zay Péter a Partizánnak elemezte a választási kudarc okait.| A teljesség igénye nélkül: Jobbik, Gyurcsány, háború.| Azonban minden eddigi, a választási vereség okait elemző műsorban hozzátette: az ő nehézkes kmmunikációja, terjengős beszédstílusa és félreérthető mondatai is hozzájárulhattak a súlyos vereséghez – ez a rész ebből a szónoklatból most kimaradt.||Márki-Zay arról is beszélt, hogy „sokan hiányolták, hogy a civileknek nincs pártja, így elkezdtük annak az építését is”.||Két év múlva, az EP-választáson a Civilek Pártja tervezne elindulni, az új párt hazája az Európai Néppárt lehet – derült ki Márki-Zay szavaiból.||Nyitókép: Facebook",,1
17, Mandiner,Öt súlyos rakétacsapás ért polgári infrastruktúrát Lvivben,2022. április 18. 10:45,,"||„Egyszerre öt erőteljes rakétacsapás érte a polgári infrastruktúrát a régi európai városban, Lvivben” – jelentette be a Twitteren Mihajlo Podoljak, az ukrán elnöki iroda vezetőjének tanácsadója.| Az értesülést megerősítette a város polgármestere, Andrij Sadovij a Telegram üzenetküldő alkalmazáson közzétett bejegyzésében.|    |Makszim Kozisztkij regionális kormányzó azt közölte, hogy hat ember meghalt és nyolcan megsebesültek, amikor Lvivben rakéták csapódtak be katonai létesítményekbe és egy autógumi-szervizbe.| |Március 26-án Lvivet orosz csapások sorozata érte, amelyek közül kettő egy üzemanyagraktárt talált el, és a helyi hatóságok szerint öt ember megsebesült.| Előzőleg a város volt a célpontja egy március 18-i csapásnak is, amely egy repülőgép-javító üzemet ért a repülőtér közelében, de az nem követelt áldozatokat.||(MTI)|Nyitókép: MTI/AP/Vadim Ghirda|A frontvonaltól távol eső Lviv és Nyugat-Ukrajna az orosz invázió február 24-i kezdete óta ritkán került bombázások célpontjába.",,1
18, Mandiner,ISIS által szervezett terrortámadást akadályoztak meg Oroszországban,2022. április 18. 12:54,,"||Terrortámadást akadályozott meg Cserkesszkben az orosz Szövetségi Biztonsági Szolgálat (FSZB), a hatóságok az Iszlám Állam terrorszervezet három követőjét vették őrizetbe.||Az FSZB hétfőn kiadott közleménye szerint az észak-kaukázusi Karacsáj-Cserkesz Köztársaság székvárosában, Cserkesszkben három orosz állampolgárt vettek őrizetbe, akiket azzal gyanúsítanak, hogy|Az elfogott személyek lakóhelyén robbanóanyagok előállításához szükséges összetevőket, a terrortámadás célpontjának tervrajzát, kommunikációs eszközöket, a terrortámadásra használható eszközök előállítására vonatkozó internetes útmutatásokat és az Iszlám Állam embereivel a tervezett bűncselekményről folytatott levelezést foglalták le.||(MTI) |Fotó: Ahmad Al-Rubaye / AFP (Illusztráció)",,0
19, Mandiner,Az ellenzéki pártok szerint Szél Bernadett nem ülhet be a parlamentbe,2022. április 17. 22:15,,"||Hadházy Ákos és Márki-Zay Péter is annak örülne, ha az ellenzéki miniszterelnök-jelölt parlamenti helyét Szél Bernadett kapná, aki szoros versenyben, de alulmaradt Budakeszin Menczer Tamással szemben.||A Párbeszéd szerint, mivel az előválasztás előtt Márki-Zay Péter azt vállalta, hogy az ő frakciójukba ül be, a mandátum nekik jár.| A Jobbik és a DK szerint viszont a hat párt abban állapodott meg, hogy ebben az esetben a listán következő jelölté lesz a mandátum.| Eszerint a jobbikos Végh Noémi kerülhet be” – hangzott el az RTL Híradóban.||Szél Bernadett a közös listáján a 206.| helyet kapta, és az rtl.|hu szerint – a győztes egyéni jelölteket is figyelembe véve – több mint száz képviselő-jelöltnek kellene visszalépnie ahhoz, hogy mandátumot szerezzen.||Gy.| Németh Erzsébet főpolgármester-helyettes azonban beül a parlamentbe, és a törvény által biztosított 30 napon belül lemond budapesti posztjáról.| Utódlásáról a DK dönt.||Nyitókép: MTI/Balogh Zoltán",,0
0,Kronika(RO),A mezőségi tojásmintáktól a bukovinai díszítésig – Húsvéti tojásírás a szamosújvári Téka Alapítványnál,"2022. április 16., 09:03",Tóth Gödri Iringó,"||A szamosújvári Téka Alapítványnál közel harminc éve írnak tojásokat, szerveznek nagyhéten tojásírást különböző kor- és célcsoportoknak, igyekeznek megszerettetni ezt a tevékenységet kicsikkel és nagyokkal egyaránt.| A szórványkollégiumot működtető alapítvány szakemberei, akik folyton fejlesztik is a tudásukat, ismereteiket a tojásírás területén, évi akár több száz tojást írnak, ajándékba, rendelésre is.||Húsvét közeledtével az üzletek polcain megjelennek a különböző színes tojásfestékek, a tojásokra ragasztható matricák, sőt néhány éve már előre elkészített színes tojást is lehet vásárolni.||Bár a fogyasztói társadalom sok területen az egyre gyorsabb és egyszerűbb megoldásokat helyezi előtérbe, vannak még egyesületek, szervezetek, amelyek hagyományainkhoz visszanyúlva próbálnak értéket teremteni.|| Ilyen a szamosújvári Téka Alapítvány is, ahol az egyesület munkatársai szórványprogramokkal, tehetségápolással egyaránt foglalkoznak.| |Fontosak számukra a népművészeti kezdeményezések is, hagyományaink továbbörökítése, így húsvéti tojásírással is közel három évtizede foglalkoznak.| Az ünnep nagyhetén látogattunk el az alapítvány székhelyére, ahol éppen foglalkozás is zajlott, a szórványkollégium lakói hímes tojásokat írtak.|||Egri Hajnal, a Téka Művelődési Központ vezetője a Krónikának elmondta, mivel Kolozsváron nőtt fel, hiába érdekelték a hagyományok, köztük a tojásírás is, sokáig nem tudta kipróbálni.||1997-ben vagy 1998-ban sikerült beszereznie egy kesicét (a tojásírásra használt „írószer”, eszköz, írókának is nevezik ), illetve egy füzetecskét, amelyből elsajátíthatta a technikát, a mintákat, ám kezdetben nem voltak nagy sikerei, „a lakásban minden füstölt”, égett a viasz – mesélte.|||Hozzátette, a Téka Alapítványnál 1994 óta írnak tojást, az egyesület munkatársai annak idején egy gyimesi asszonytól tanulták el a tevékenység fortélyait.| |Egri Hajnal hangsúlyozta, fontos, hogy valaki ne csak könyvből tanulja a tojásírást, hanem lássa, miként zajlik a folyamat, mert akkor ráérez arra, hogy mikor megfelelő hőmérsékletű a viasz, mennyire kell odanyomni az írókát vagy épp a rongyot, amikor letörlik a viaszt, és így tovább.|||Az alapítványnál Egri Hajnalt is elbűvölte a tojásírás folyamatának szépsége, és kollégáihoz hasonlóan rendszeresen képezi magát ezen a területen.| Szamosújváron minden évben szerveznek tojásíró műhelyt, tavaly például Salamon Éva népi iparművész volt a meghívottjuk, oktatójuk.||Ezeket a foglalkozásokat rendszerint nyáron szervezik, hiszen a népi iparművészek, a neves tojásírók a húsvét előtti időszakban elfoglaltak| – mondta az alapítvány munkatársa.| Hozzátette, a tojásíró műhelyek rendszerint többnapossá bővülnek, mivel az érdeklődők száma is évről évre nagyobb, ezért különböző korosztályok szerint zajlanak a foglalkozások.||Iskolába is szívesen elmennek oktatni, erre is nagy az igény, ezenkívül az egyházak is szokták hívni őket, idén például Gyaluban is bemutatták, hogyan zajlik a tojásírás.||Egri Hajnal elmondta, számára a legszebbek és szerinte a legegyszerűbbek a hagyományos gyimesi minták, de a média és az internet korában igyekeznek nyitottak lenni, nem ragaszkodnak görcsösen a tradicionális mintákhoz.||A hagyományok kapcsán Egri Hajnal azt is elmesélte, hogy idén nagy hangsúlyt fektettek a természetes színezésre is, növényekkel, illetve a hagymahéjjal való festést is tanították, |ami bár sokaknak „családi örökség”, a gyerekek jó részének újdonság.| Igyekszik a hagyományos mintákat megismertetni a résztvevőkkel, beszélni az egyes motívumok szimbolikájáról, de ha valaki szabadon alkot, annak „sem törik le a szárnyait” – tette hozzá.||Egri Hajnal azt is elmondta, megpróbált utánajárni, hogy a Mezőségen napjainkban él-e a tojásírás hagyománya, de nem talált olyan személyt, aki még gyakorolná, annak ellenére, hogy a tojásírásnak több száz éves nyomai is vannak a kisrégióban.||Megjegyezte, szívügye a tojásírás, igyekszik minél jobban elmélyülni ebben a témában, könyveket gyűjt, de járt már bukovinai tojásdíszítő mesternél is, jelenleg pedig hétfalusi mintákkal foglalkozik.||Egri Hajnal azt is elmesélte, hogy a környéken élő románok is szoktak írott tojásokat rendelni tőlük, sőt román nemzetiségű fiatalok is eljárnak a Téka Alapítvány tojásíró foglalkozásaira.|||Egri Hajnal és kollégái minden évben fejenként több száz tojást írnak meg – főttet és kifújtat is, amiből a barátok szomszédok is kapnak, illetve a húsvéti ünnepkörön túl is felhasználják őket, például konfirmációkor asztaldíszként.||Évente több száz, a tojásíráshoz használt kesicét rendelnek, ugyanis sokan, akik kipróbálják a tojásírást, annyira megszeretik, hogy vesznek maguknak egy írókát, hogy otthon is folytathassák a munkát.| |Az érdeklődők korosztálya nagyon változatos, az 1–4.| osztályos gyerekektől az egyetemista diákokon át az idős nyugdíjasokig szívesen vesznek részt a foglalkozásaikon, ugyanis nagyon fontos a tevékenység közösségi mivolta is – tette hozzá.||Húsvét közeledtével az üzletek polcain megjelennek a különböző színes tojásfestékek, a tojásokra ragasztható matricák, sőt néhány éve már előre elkészített színes tojást is lehet vásárolni.||Bár a fogyasztói társadalom sok területen az egyre gyorsabb és egyszerűbb megoldásokat helyezi előtérbe, vannak még egyesületek, szervezetek, amelyek hagyományainkhoz visszanyúlva próbálnak értéket teremteni.|| Ilyen a szamosújvári Téka Alapítvány is, ahol az egyesület munkatársai szórványprogramokkal, tehetségápolással egyaránt foglalkoznak.| |Fontosak számukra a népművészeti kezdeményezések is, hagyományaink továbbörökítése, így húsvéti tojásírással is közel három évtizede foglalkoznak.| Az ünnep nagyhetén látogattunk el az alapítvány székhelyére, ahol éppen foglalkozás is zajlott, a szórványkollégium lakói hímes tojásokat írtak.",,1
1,Kronika(RO),"Tovább bővítik a nagyváradi repülőteret, hosszabb lesz a kifutópálya","2022. április 16., 11:49",Krónika,"||Folytatódik a nagyváradi nemzetközi repülőtér fejlesztése, az újabb munkálatok során a kifutópályát hosszabbítják meg.| A beruházás uniós pénzből valósul meg.||A munkálatokra már ki is írták az online versenytárgyalást, közölte a reptér vezetősége, a kifutópálya a jelenlegi 2100 méterről 2500 méter hosszúra bővül.| A reptér közleménye szerint a Nagyürögd irányába zajló bővítés célja, hogy nagyobb repülőgépek is leszállhassanak a határ menti légikikötőben.||Az uniós támogatással megvalósuló beruházás keretében a repteret egy modern távközlési rendszerrel is felszerelik.| A kiírás szerint a tervezésre 6, a kivitelezésre 7 hónap áll majd a nyertes cég rendelkezésére.| Ilie Bolojan, a repteret felügyelő Bihar megyei önkormányzat elnöke elmondta, hogy a tulajdonképpeni munka jövő év elején kezdődhet el és 2023 végére kell elkészülni vele, ugyanis akkor jár le a finanszírozást biztosító uniós program.||A beruházás értéke áfa nélkül mintegy 81,4 millió lej.| Az érdekelt cégek május 13-án 15 óráig nyújthatják be ajánlataikat.||Ez egyébként már a második nagyszabású uniós projekt, mellyel a váradi repteret fejlesztik.| Januárban a légikikötő biztonságossá tételét szolgáló beruházást jelentettek be 72 millió lej értékben, melynek keretében a mentők, tűzoltók és terrorizmusellenes szervek járművei számára is készül egy bekötőút.||Ugyanakkor egy közel tízméteres kerítést is felszerelnek, mely mozgásérzékelővel szűri ki az esetleges betolakodókat.| A projekt keretében egy garázs is épül a vészhelyzeti felügyelőség mentőautói és egyéb járművei számára.||A váradi nemzetközi repülőtér igazi nagy projektje ugyanakkor két éven belül valósul meg, ekkor ugyanis már árut szállító repülőgépek fogadására is alkalmas lesz, miután|tavaly júniusban egy cargo terminál megépítéséről kötött megállapodást a Bihar megyei és a nagyváradi önkormányzat.||Ilie Bolojan tanácselnök és Florin Birta polgármester ugyanakkor egy váradi légitársaság létrehozását is bejelentette.| Az Ebihoreanul beszámolója szerint azonban az Air Oradea a korábban ígértekkel ellentétben tavasz helyett legkorábban ősszel „szállhat fel”, mivel az illetékesek még nem találtak céget, amelytől a repülőgépeket bérelnék.||A munkálatokra már ki is írták az online versenytárgyalást, közölte a reptér vezetősége, a kifutópálya a jelenlegi 2100 méterről 2500 méter hosszúra bővül.| A reptér közleménye szerint a Nagyürögd irányába zajló bővítés célja, hogy nagyobb repülőgépek is leszállhassanak a határ menti légikikötőben.||Az uniós támogatással megvalósuló beruházás keretében a repteret egy modern távközlési rendszerrel is felszerelik.| A kiírás szerint a tervezésre 6, a kivitelezésre 7 hónap áll majd a nyertes cég rendelkezésére.| Ilie Bolojan, a repteret felügyelő Bihar megyei önkormányzat elnöke elmondta, hogy a tulajdonképpeni munka jövő év elején kezdődhet el és 2023 végére kell elkészülni vele, ugyanis akkor jár le a finanszírozást biztosító uniós program.||A beruházás értéke áfa nélkül mintegy 81,4 millió lej.| Az érdekelt cégek május 13-án 15 óráig nyújthatják be ajánlataikat.||Ez egyébként már a második nagyszabású uniós projekt, mellyel a váradi repteret fejlesztik.| Januárban a légikikötő biztonságossá tételét szolgáló beruházást jelentettek be 72 millió lej értékben, melynek keretében a mentők, tűzoltók és terrorizmusellenes szervek járművei számára is készül egy bekötőút.||Ugyanakkor egy közel tízméteres kerítést is felszerelnek, mely mozgásérzékelővel szűri ki az esetleges betolakodókat.| A projekt keretében egy garázs is épül a vészhelyzeti felügyelőség mentőautói és egyéb járművei számára.||A váradi nemzetközi repülőtér igazi nagy projektje ugyanakkor két éven belül valósul meg, ekkor ugyanis már árut szállító repülőgépek fogadására is alkalmas lesz, miután|tavaly júniusban egy cargo terminál megépítéséről kötött megállapodást a Bihar megyei és a nagyváradi önkormányzat.||Ilie Bolojan tanácselnök és Florin Birta polgármester ugyanakkor egy váradi légitársaság létrehozását is bejelentette.",,1
2,Kronika(RO),"Via Crucis bírálatokkal: egy ukrán és egy orosz, valamint bevándorló család is vitte a keresztet a Colosseumnál","2022. április 16., 08:40",MTI,"||A keresztút utolsó előtti állomásán egy ukrán és egy orosz család tagjai, az utolsón pedig egy katolikus bevándorló család vitte a keresztet nagypénteken a római Colosseumnál, ahol Ferenc pápa a pandémia két éve után ismét hívők tízezrei előtt vezette a Via Crucist.||Az egyházfő 2020 húsvét óta először visszatért a római keresztút hagyományos helyszíneként ismert Colosseumhoz.| Tavalyelőtt és tavaly a teljesen üres Szent Péter téren zajlott a keresztút, melyet a hívők interneten követhettek: Ferenc pápa mellett csak a keresztet vivők voltak jelen, 2020-ban egy padovai börtön rabjai, tavaly pedig fiatalok.||Most, ahogyan a járvány előtt volt szokás, teljesen megtelt a Colosseum előtti tér olaszokkal és külföldiekkel: a krisztusi passió tizennégy állomása az ókori amfiteátrumtól a szemközti Palatinus-domb magaslatáig haladt.||Az egyház az idei évet a családoknak szentelte, ezért Ferenc pápa különböző családok tagjaira bízta a stációkon elhangzó szövegek megírását, és ugyanezek a családok vitték a keresztet.||Az első állomáson egy fiatal, két éve házasságban élő pár vitte a keresztet, aki közös életét a pandémiában kezdte: szavaik szerint örömük félelemmel párosult.| Másodikok egy missziós szolgálatot végző család tagjai voltak: az idei húsvét tragédiáját, a háborút érintették a bombázás alatt szülő nőkről szólva, a háborútól, éhezéstől, visszaélésektől elpusztított családokról, akik „egyszer kardot rántva akarnak válaszolni, máskor menekülni akarnak mindent hátrahagyva, mivel úgy érzik, semminek nincsen értelme”.||A harmadik stáción egy idős, gyermektelen házaspár vitte a keresztet, majd egy többgyermekes család, egy fogyatékkal élő gyermeket nevelő család, melynek tagjai a világ felületes ítélkezéséről szóltak, egy beteg gyermekeket gondozó családotthon tagjai, akik szerint „a fájdalom visszavezet a lényegeshez, sorrendbe teszi, mi elsőrendű az életben, visszaszolgáltatja az emberi méltóság egyszerűségét”.||Utánuk egy beteg szülőt gondozó család következett, majd két nagyszülő, akiknek lánya a járvány idején elvált, és munkahelye is bizonytalan lett.| A következő stációkon egy gyermeket örökbefogadott család, egy kétgyerekes özvegy, valamint egy olyan család került sorra, ahol az egyik fiú a papi hivatást választotta, egy másik pedig lányát veszítette el.||Az utolsó előtti stáción a Vatikán választása egy római kórház onkológiai osztályán dolgozó ukrán ápolónő, Irina, valamint az ugyanabban a kórházban nővérnek tanuló orosz Albina családjára esett.||A megbékélést szolgáló gesztus ugyanakkor éles bírálatokat váltott ki Ukrajna részéről.||Vitalij Krivickij, Kijev püspöke úgy vélekedett, hogy mindez „érthetetlen és elfogadhatatlan lehet azok számára, akik egy agresszor miatt szenvednek”.| A SIR katolikus hírügynökség szerint az ukrán katolikus sajtó úgy döntött, hogy tiltakozásul nem közvetíti élőben a keresztutat.| Matteo Bruni, a Szentszék Sajtóirodájának igazgatója szerint az orosz és ukrán ápolónők eredetileg tervezett imájának szövegét a bírálatok nyomán némileg módosítani kellett, hogy a hívek „az imádságra és csendre összpontosíthassanak”.| „A halál tükrében a csend ékesebben szól a szavaknál.| Torpanjunk meg imádsággal teli csendben és imádkozzunk szíveinkben a világ békességéért” – mondták.||Az eredeti, jóval hosszabb szöveg úgy szólt volna, hogy „Milyen bűnt követtünk el?| Miért hagytál magunkra minket és népeinket?| Miért szakítottad el családjainkat?|”.| A két nő az Úrhoz intézett imájában azt is kérték volna, testvérként építhessék újra, amit a bombák meg akartak semmisíteni.||A tizennegyedik állomáson egy katolikus migráns család felidézte, miként menekültek el a háború miatt hazájukból „vágyaik és a túlélés között választva”.||Az egyházfő 2020 húsvét óta először visszatért a római keresztút hagyományos helyszíneként ismert Colosseumhoz.| Tavalyelőtt és tavaly a teljesen üres Szent Péter téren zajlott a keresztút, melyet a hívők interneten követhettek: Ferenc pápa mellett csak a keresztet vivők voltak jelen, 2020-ban egy padovai börtön rabjai, tavaly pedig fiatalok.||Most, ahogyan a járvány előtt volt szokás, teljesen megtelt a Colosseum előtti tér olaszokkal és külföldiekkel: a krisztusi passió tizennégy állomása az ókori amfiteátrumtól a szemközti Palatinus-domb magaslatáig haladt.||Az egyház az idei évet a családoknak szentelte, ezért Ferenc pápa különböző családok tagjaira bízta a stációkon elhangzó szövegek megírását, és ugyanezek a családok vitték a keresztet.||Az első állomáson egy fiatal, két éve házasságban élő pár vitte a keresztet, aki közös életét a pandémiában kezdte: szavaik szerint örömük félelemmel párosult.| Másodikok egy missziós szolgálatot végző család tagjai voltak: az idei húsvét tragédiáját, a háborút érintették a bombázás alatt szülő nőkről szólva, a háborútól, éhezéstől, visszaélésektől elpusztított családokról, akik „egyszer kardot rántva akarnak válaszolni, máskor menekülni akarnak mindent hátrahagyva, mivel úgy érzik, semminek nincsen értelme”.||A harmadik stáción egy idős, gyermektelen házaspár vitte a keresztet, majd egy többgyermekes család, egy fogyatékkal élő gyermeket nevelő család, melynek tagjai a világ felületes ítélkezéséről szóltak, egy beteg gyermekeket gondozó családotthon tagjai, akik szerint „a fájdalom visszavezet a lényegeshez, sorrendbe teszi, mi elsőrendű az életben, visszaszolgáltatja az emberi méltóság egyszerűségét”.||Utánuk egy beteg szülőt gondozó család következett, majd két nagyszülő, akiknek lánya a járvány idején elvált, és munkahelye is bizonytalan lett.| A következő stációkon egy gyermeket örökbefogadott család, egy kétgyerekes özvegy, valamint egy olyan család került sorra, ahol az egyik fiú a papi hivatást választotta, egy másik pedig lányát veszítette el.||Az utolsó előtti stáción a Vatikán választása egy római kórház onkológiai osztályán dolgozó ukrán ápolónő, Irina, valamint az ugyanabban a kórházban nővérnek tanuló orosz Albina családjára esett.||A megbékélést szolgáló gesztus ugyanakkor éles bírálatokat váltott ki Ukrajna részéről.||Vitalij Krivickij, Kijev püspöke úgy vélekedett, hogy mindez „érthetetlen és elfogadhatatlan lehet azok számára, akik egy agresszor miatt szenvednek”.| A SIR katolikus hírügynökség szerint az ukrán katolikus sajtó úgy döntött, hogy tiltakozásul nem közvetíti élőben a keresztutat.| Matteo Bruni, a Szentszék Sajtóirodájának igazgatója szerint az orosz és ukrán ápolónők eredetileg tervezett imájának szövegét a bírálatok nyomán némileg módosítani kellett, hogy a hívek „az imádságra és csendre összpontosíthassanak”.| „A halál tükrében a csend ékesebben szól a szavaknál.| Torpanjunk meg imádsággal teli csendben és imádkozzunk szíveinkben a világ békességéért” – mondták.||Az eredeti, jóval hosszabb szöveg úgy szólt volna, hogy „Milyen bűnt követtünk el?| Miért hagytál magunkra minket és népeinket?| Miért szakítottad el családjainkat?|”.| A két nő az Úrhoz intézett imájában azt is kérték volna, testvérként építhessék újra, amit a bombák meg akartak semmisíteni.|",,0
3,Kronika(RO),"Nemzetközileg körözött, bérgyilkosságot is vállaló drogkereskedőket fogtak el Szatmáron","2022. április 16., 12:55",Hírösszefoglaló,"||Veszélyes drogok forgalmazásáért nemzetközileg körözött szlovák állampolgárokat fogott el a román rendőrség Szatmárnémetiben.||Az Agerpres hírügynökséghez eljuttatott közlemény szerint a román rendőrök a szlovák hatóságok kérésére, az Europol segítségével nyomozták ki a két szlovák állampolgár tartózkodási helyét, majd elfogták őket.||A két férfit rendkívül erőszakos bűnözőkként tartották számon a hatóságok, egyikük a Célkörözési Egységek Európai Hálózatának (Enfast) nyilvántartásában is szerepelt.| A szlovák hatóságok szerint a két férfi 2015-ben hozott létre bűnszervezetet, amelybe más személyeket is bevont.||A bűnszervezet állítólag 22 millió euró értékben adott el magas kockázatú kábítószereket.| Ugyanakkor egy másik bűnügyi kivizsgálás is folyik ellenük, megrendelt emberölés megtervezése miatt.| Az emberölést nem hajtották végre.||A Célkörözési Egységek Európai Hálózatának szlovákiai szervezete figyelmeztette román kollégáit, hogy a két körözött rendkívül erőszakos, valószínűleg fegyver is van náluk.| Azt is feltételezték, hogy határt sértve jutottak Romániába.| A román rendőrök Szatmárnémetiben, egy szállodában fogták el a két szlovák férfit.| Hamis személyazonossági dokumentumokat és fehérfegyvereket találtak náluk.| A nagyváradi ítélőtábla elrendelte 30 napos letartóztatásukat, és a román hatóságok megkezdték a szlovák hatóságoknak való átadási eljárást.||Az Agerpres hírügynökséghez eljuttatott közlemény szerint a román rendőrök a szlovák hatóságok kérésére, az Europol segítségével nyomozták ki a két szlovák állampolgár tartózkodási helyét, majd elfogták őket.||A két férfit rendkívül erőszakos bűnözőkként tartották számon a hatóságok, egyikük a Célkörözési Egységek Európai Hálózatának (Enfast) nyilvántartásában is szerepelt.| A szlovák hatóságok szerint a két férfi 2015-ben hozott létre bűnszervezetet, amelybe más személyeket is bevont.||A bűnszervezet állítólag 22 millió euró értékben adott el magas kockázatú kábítószereket.| Ugyanakkor egy másik bűnügyi kivizsgálás is folyik ellenük, megrendelt emberölés megtervezése miatt.| Az emberölést nem hajtották végre.||A Célkörözési Egységek Európai Hálózatának szlovákiai szervezete figyelmeztette román kollégáit, hogy a két körözött rendkívül erőszakos, valószínűleg fegyver is van náluk.| Azt is feltételezték, hogy határt sértve jutottak Romániába.| A román rendőrök Szatmárnémetiben, egy szállodában fogták el a két szlovák férfit.| Hamis személyazonossági dokumentumokat és fehérfegyvereket találtak náluk.",,0
